form_code,protocol_code,ordinal,source_page,source_locator,source_refs,original_text,text_digest,proposal_id,proposed_risk_band,proposed_risk_domain,safety_critical_proposal,source_mapping_state,source_authority_state,risk_classification_state,decision_state
"FSS-AGA-FORM-002","AGA 002.112","11","3","raw PDF page 3; AGA 002.112; Protocol question column","NAMCARs 139.10.10 | NAMCATS 139.10.10","Are the separations distances between taxiways centre line and runway centre line compatible with the civilian code of the aerodrome?","sha256:8b939fb74d6ad219d81318707d8adc113acf8988522f5c920945e5636c5a1424","all-forms-preview-002-0011","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.113","12","3","raw PDF page 3; AGA 002.113; Protocol question column","NAMCARs 139.10.10 | NAMCATS 139.10.10","Are the separations distances between taxiways centre line to taxiway centreline compatible with the civilian code of the aerodrome?","sha256:6346ec4525e90d8882959c88764b04c1c530e95ceba36cf91da28024e0dbfef9","all-forms-preview-002-0012","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.114","13","3","raw PDF page 3; AGA 002.114; Protocol question column","NAMCARs 139.10.10 | NAMCATS 139.10.10","Are the separations distances between taxiway, other than aircraft stand taxilane, centre line to object compatible with the civilian code of the aerodrome?","sha256:78008bd90f7995365dfd2036c7c53edb7b46c9ce1638be2331884ba2fa07675a","all-forms-preview-002-0013","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.115","14","3","raw PDF page 3; AGA 002.115; Protocol question column","NAMCARs 139.10.10 | NAMCATS 139.10.10","Are the separations distances aircraft stand taxilane, centre line to object compatible with the civilian code of the aerodrome?","sha256:867e2dd433b1d5c6fe0e6d7ea04ba99908cd50a6fdbec482196871d098dbccde","all-forms-preview-002-0014","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.116","15","4","raw PDF page 4; AGA 002.116; Protocol question column","NAMCARs 139.10.10 | NAMCATS 139.10.10 | NAMCARs 139.10.13 | NAMCATS 139.10.13","Are runway-holding positions provided?","sha256:81cecc8eb2430fab75bc9c8c5171ca33ac946f33ba6b5c174587591aaf123e01","all-forms-preview-002-0015","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.117","16","4","raw PDF page 4; AGA 002.117; Protocol question column","NAMCARs 139.10.13 | NAMCATS 139.10.13","Are the locations of the runway- holding positions compatible with the requirements for protection of navigation aids?","sha256:b7848653c0a869cdb8596fc3afdd2c7f1c38225331a2ce273f232c006748a5e5","all-forms-preview-002-0016","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.118","17","4","raw PDF page 4; AGA 002.118; Protocol question column","NAMCARs 139.10.13 | NAMCATS 139.10.13 | NAMCARs 139.10.14 | NAMCATS 139.10.14","Is there an apron stand compatible for the use of the type of aircraft the applicant intends to use?","sha256:585bc5700fbdc5189c87ce213055b5462bbe3697e3d006bd0226fc6ce77818e9","all-forms-preview-002-0017","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.201","18","4","raw PDF page 4; AGA 002.201; Protocol question column","NAMCARs 139.10.14 | NAMCATS 139.10.14 | NAMCARs 139.11.4 | NAMCATS 139.11.4","Is the aerodrome provided with conical surfaces?","sha256:05416fe5fb9fa39bf78e887af97f8ea39fd42f1f097f017b33c9f4c3dd463096","all-forms-preview-002-0018","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.202","19","4","raw PDF page 4; AGA 002.202; Protocol question column","NAMCARs 139.10.14 | NAMCATS 139.10.14 | NAMCARs 139.11.4 | NAMCATS 139.11.4","Is the aerodrome provided with inner horizontal surfaces?","sha256:0ca1ad4c81b3eeed308c5f565a0a3a97f01972d5e19a8287efc91799b1b2b4e2","all-forms-preview-002-0019","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.203","20","4","raw PDF page 4; AGA 002.203; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4","Is the aerodrome provided with approach surfaces?","sha256:3b87ffacc2ba6d4c57ed2629322f65bf2921463baf054a2f4ae4071ef7974ecf","all-forms-preview-002-0020","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.204","21","4","raw PDF page 4; AGA 002.204; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4","is the aerodrome provided with transitional surfaces?","sha256:eac83a9f03dac143f59284fa17cb9f570ee089f3acd8a4eb7c483b562090c9ec","all-forms-preview-002-0021","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.205","22","5","raw PDF page 5; AGA 002.205; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4","is the aerodrome provided with inner approach surfaces?","sha256:80cb4ef9bef47aaec6f437ee0308b8bb93aa1be7c1a3846e78ea2e2cf3848e16","all-forms-preview-002-0022","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.206","23","5","raw PDF page 5; AGA 002.206; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4","is the aerodrome provided with balk landing surfaces?","sha256:7ed47f3f4ce490ebd4b0f5519a8e55bd9de5e8e919010695e277122227e91db4","all-forms-preview-002-0023","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.207","24","5","raw PDF page 5; AGA 002.207; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4","is the aerodrome provided with take-off climb surfaces?","sha256:799dc48fd9f76298c3419c1a8408d9b203fd1c4560b92b52e5567377b816a932","all-forms-preview-002-0024","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.209","25","5","raw PDF page 5; AGA 002.209; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4 | NAMCARs 139.1","is the aerodrome provided with an obstacle’s protection surface?","sha256:0c1a0717362006aa7c3d459ac9180b0afbc837981fc174ef4d475de4426be789","all-forms-preview-002-0025","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.301","26","5","raw PDF page 5; AGA 002.301; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4 | NAMCARs 139.12.2 | NAMCATS 139.12.2","Is the aerodrome provided with wind direction indicator?","sha256:45ead6095b2d239cc8f8bece88d410682de95651e0829c60d4781539b24fc622","all-forms-preview-002-0026","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.303","27","5","raw PDF page 5; AGA 002.303; Protocol question column","NAMCARs 139.11.4 | NAMCATS 139.11.4 | NAMCARs 139.12.2 | NAMCATS 139.12.2 | NAMCARs 139.12.3 | NAMCATS 139.12.3 | NAMCARs 139.12.4 | NAMCATS 139.12.4","Is the aerodrome provided with landing direction indicator?","sha256:4210257523e0b1fff101c3805fa6ee27537fd8c893ca0f2bad06a91585af73f0","all-forms-preview-002-0027","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.305","28","5","raw PDF page 5; AGA 002.305; Protocol question column","NAMCARs 139.12.2 | NAMCATS 139.12.2 | NAMCARs 139.12.3 | NAMCATS 139.12.3 | NAMCARs 139.12.4 | NAMCATS 139.12.4 | NAMCARs 139.12.6 | NAMCATS 139.12.6","Is the aerodrome provided with signalling lamp?","sha256:3e1c3cd0267979a384a469f5a561230b9f1eb542c862114f817f1f61fe35fd65","all-forms-preview-002-0028","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.307","29","5","raw PDF page 5; AGA 002.307; Protocol question column","NAMCARs 139.12.3 | NAMCATS 139.12.3 | NAMCARs 139.12.4 | NAMCATS 139.12.4 | NAMCARs 139.12.6 | NAMCATS 139.12.6","Are runway designation markings provided?","sha256:ccbe4faac099ed0810159538031ce491f6967111177408da9c43f4b643c8769d","all-forms-preview-002-0029","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.308","30","6","raw PDF page 6; AGA 002.308; Protocol question column","NAMCATS 139.12.4 | NAMCARs 139.12.6 | NAMCATS 139.12.6","Are runway centerline markings provided?","sha256:7011f0892e26457399c61c6af79b56db3967289692294b308cea61931fe35562","all-forms-preview-002-0030","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.309","31","6","raw PDF page 6; AGA 002.309; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are arrows markings provided?","sha256:1795eb0c42ee0eaf4fae513b4c9c213585f8bceafba81e9b1c01a35fa1a9a58b","all-forms-preview-002-0031","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.311","32","6","raw PDF page 6; AGA 002.311; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are aiming points markings provided?","sha256:eb7a5bf2953ab96fe09279d1f45da28c387de3f44f9e7e09d5a1d8a5fe381194","all-forms-preview-002-0032","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.312","33","6","raw PDF page 6; AGA 002.312; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are touchdown zone markings provided?","sha256:c78837006b31a79df3c0a51d5d40ec7c3e404eeef257789cf4bd5dd4f8a43dc4","all-forms-preview-002-0033","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.313","34","6","raw PDF page 6; AGA 002.313; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are runway stripe markings provided?","sha256:494d029acd9ed9923be342f9677ed666f537479ee1a0aec097d94aa9ee214ab3","all-forms-preview-002-0034","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.315","35","6","raw PDF page 6; AGA 002.315; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are taxiway center-line markings provided?","sha256:51f1a456e8d0b4dca815d52cc5d025856e7c146e61d6f56fe75d28adf792a167","all-forms-preview-002-0035","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.316","36","6","raw PDF page 6; AGA 002.316; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are runway turn- pad markings provided?","sha256:e9597ba53a29b036ffc04b82b8232695ed2a8567710848292e11330a5896a124","all-forms-preview-002-0036","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.317","37","6","raw PDF page 6; AGA 002.317; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6","Are runway holding markings provided?","sha256:8a777d812a2efc659bf1daead398eb617e10ff47340dd4c204382fba4985f307","all-forms-preview-002-0037","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.318","38","7","raw PDF page 7; AGA 002.318; Protocol question column","NAMCARs 139.12.6 | NAMCATS 139.12.6 | NAMCARs 139.12.7 | NAMCATS 139.12.7","Has the organization conducted a survey to identify the non- aeronautical lights that may endanger the safety of aircraft?","sha256:fad8c8cfa251f6934bc880c1bbd403e7939cf8d4a7c2d4b3975e8e5a3462dda7","all-forms-preview-002-0038","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.319","39","7","raw PDF page 7; AGA 002.319; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Are the elevated lights frangible?","sha256:5d0d9d6017723aa53309e06aa00f471c54e14163955a27ca537f2d011f822dfa","all-forms-preview-002-0039","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.320","40","7","raw PDF page 7; AGA 002.320; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Is the intensity of runway lighting adequate for the minimum conditions of visibility and ambient light in which use of the runway is intended, and compatible with that of the nearest section of the approach lighting system?","sha256:2cfd789df439e098410bc7d704e5caecb5090e7467d1fc948fea4ba06efc3e12","all-forms-preview-002-0040","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.321","41","7","raw PDF page 7; AGA 002.321; Protocol question column","NAMCATS 139.12.7 | NAMCARs 139.12.7","Is an aerodrome beacon or an identification beacon provided?","sha256:6bff91e0d9272dfc81b1116d595a718e186525e843fabc763ec4544bea7afdc0","all-forms-preview-002-0041","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.323","42","7","raw PDF page 7; AGA 002.323; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Is an approach lighting system provided?","sha256:03ef2456ebd1605745e33d7c103fe97356ef76b3ef1993eec453018ea031e556","all-forms-preview-002-0042","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.325","43","7","raw PDF page 7; AGA 002.325; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Is a visual approach slope indicator system provided?","sha256:3f74dbb0d25ea6d6971d6e7aa5c4d163a07289f803f28cfde06b27c02f9f3696","all-forms-preview-002-0043","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.327","44","8","raw PDF page 8; AGA 002.327; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Are runway edge lights provided.?","sha256:f2a022b2a5c6560480cfa7fab4983c0ea5218fea86fd3910a48c2bf582cba0b8","all-forms-preview-002-0044","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.331","45","8","raw PDF page 8; AGA 002.331; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Are wing bar lights provided?","sha256:fa8a54cdb7ca85ca1fb7ee6a13d7ceb0da271c965fe35f5d160ba6592b216b9a","all-forms-preview-002-0045","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","false","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
"FSS-AGA-FORM-002","AGA 002.333","46","8","raw PDF page 8; AGA 002.333; Protocol question column","NAMCARs 139.12.7 | NAMCATS 139.12.7","Are runway centre line lights provided?","sha256:9b72fa3f24f5839dc7feca6000bfd39818c34ef630173a88b0a37c3d4d0dea84","all-forms-preview-002-0046","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","true","SOURCE_MAPPING_REQUIRED","NOT_ATTESTED","CANDIDATE_INTERPRETATION_REQUIRES_EXPERT_REVIEW","NOT_SUPPLIED"
